productName,quantity,productDescription,materialType,weight,price
Drill T,311,A high-quality drill designed for durability and efficiency.,Metal,39.4,240.18
Saw U,451,A high-quality saw designed for durability and efficiency.,Plastic,43.02,447.72
Pliers V,408,A high-quality pliers designed for durability and efficiency.,Glass,64.81,440.62
Tape Measure W,478,A high-quality tape designed for durability and efficiency.,Plastic,42.27,348.25
Screwdriver X,451,A high-quality screwdriver designed for durability and efficiency.,Ceramic,35.43,105.52
Nut Y,385,A high-quality nut designed for durability and efficiency.,Composite,68.82,461.35
Washer Z,51,A high-quality washer designed for durability and efficiency.,Ceramic,85.59,272.49
Chisel A,295,A high-quality chisel designed for durability and efficiency.,Fabric,7.52,368.95
Clamp B,438,A high-quality clamp designed for durability and efficiency.,Plastic,37.97,376.33
Level C,459,A high-quality level designed for durability and efficiency.,Plastic,12.59,454.75
Sandpaper D,43,A high-quality sandpaper designed for durability and efficiency.,Metal,9.05,434.9
Wire Cutter E,72,A high-quality wire designed for durability and efficiency.,Ceramic,79.68,374.63
Socket F,441,A high-quality socket designed for durability and efficiency.,Glass,73.34,343.3
Drill Bit G,472,A high-quality drill designed for durability and efficiency.,Fabric,62.33,356.77
Grinder H,393,A high-quality grinder designed for durability and efficiency.,Composite,37.69,183.67
Screw I,383,A high-quality screw designed for durability and efficiency.,Glass,38.2,233.37
Bolt J,22,A high-quality bolt designed for durability and efficiency.,Glass,70.51,415.69
Nail K,18,A high-quality nail designed for durability and efficiency.,Metal,66.18,15.73
Hammer L,208,A high-quality hammer designed for durability and efficiency.,Plastic,53.16,36.85
Wrench M,380,A high-quality wrench designed for durability and efficiency.,Wood,86.64,310.64
Drill N,286,A high-quality drill designed for durability and efficiency.,Ceramic,14.75,497.52
Saw O,104,A high-quality saw designed for durability and efficiency.,Metal,24.99,481.94
Pliers P,79,A high-quality pliers designed for durability and efficiency.,Metal,82.49,24.86
Tape Measure Q,145,A high-quality tape designed for durability and efficiency.,Fabric,49.58,325.52
Screwdriver R,146,A high-quality screwdriver designed for durability and efficiency.,Composite,24.98,72.87
Nut S,53,A high-quality nut designed for durability and efficiency.,Metal,84.42,195.53
Washer T,461,A high-quality washer designed for durability and efficiency.,Wood,72.03,159.45
Chisel U,99,A high-quality chisel designed for durability and efficiency.,Plastic,93.53,356.29
Clamp V,255,A high-quality clamp designed for durability and efficiency.,Metal,36.79,140.89
Level W,294,A high-quality level designed for durability and efficiency.,Wood,61.99,424.59
Sandpaper X,224,A high-quality sandpaper designed for durability and efficiency.,Metal,86.7,163.91
Wire Cutter Y,398,A high-quality wire designed for durability and efficiency.,Wood,24.16,494.18
Socket Z,499,A high-quality socket designed for durability and efficiency.,Metal,77.9,76.49
Drill Bit A,491,A high-quality drill designed for durability and efficiency.,Fabric,81.63,26.92
Grinder B,375,A high-quality grinder designed for durability and efficiency.,Fabric,23.84,492.01
Screw C,446,A high-quality screw designed for durability and efficiency.,Glass,44.25,320.42
Bolt D,309,A high-quality bolt designed for durability and efficiency.,Fabric,53.76,227.2
Nail E,292,A high-quality nail designed for durability and efficiency.,Glass,63.52,199.88
Hammer F,91,A high-quality hammer designed for durability and efficiency.,Plastic,9.62,258.56
Wrench G,426,A high-quality wrench designed for durability and efficiency.,Metal,79.45,14.43
Drill H,56,A high-quality drill designed for durability and efficiency.,Glass,88.07,246.25
Saw I,159,A high-quality saw designed for durability and efficiency.,Metal,72.94,20.77
Pliers J,471,A high-quality pliers designed for durability and efficiency.,Glass,30.49,87.31
Tape Measure K,349,A high-quality tape designed for durability and efficiency.,Metal,46.28,187.97
Screwdriver L,240,A high-quality screwdriver designed for durability and efficiency.,Metal,32.17,488.84
Nut M,426,A high-quality nut designed for durability and efficiency.,Fabric,34.15,179.18
Washer N,422,A high-quality washer designed for durability and efficiency.,Composite,57.36,371.99
Chisel O,154,A high-quality chisel designed for durability and efficiency.,Fabric,78.52,34.19
Clamp P,64,A high-quality clamp designed for durability and efficiency.,Wood,7.49,453.67
Level Q,189,A high-quality level designed for durability and efficiency.,Wood,77.94,318.61
Sandpaper R,194,A high-quality sandpaper designed for durability and efficiency.,Glass,97.67,448.17
Wire Cutter S,240,A high-quality wire designed for durability and efficiency.,Composite,98.09,185.07
Socket T,125,A high-quality socket designed for durability and efficiency.,Ceramic,56.98,149.62
Drill Bit U,346,A high-quality drill designed for durability and efficiency.,Fabric,25.1,21.13
Grinder V,282,A high-quality grinder designed for durability and efficiency.,Ceramic,49.32,229.42
Screw W,162,A high-quality screw designed for durability and efficiency.,Ceramic,19.88,55.37
Bolt X,266,A high-quality bolt designed for durability and efficiency.,Composite,47.05,314.38
Nail Y,434,A high-quality nail designed for durability and efficiency.,Composite,41.57,256.43
Hammer Z,322,A high-quality hammer designed for durability and efficiency.,Wood,5.06,404.41
Wrench A,251,A high-quality wrench designed for durability and efficiency.,Metal,82.41,321.73
Drill B,403,A high-quality drill designed for durability and efficiency.,Ceramic,20.45,115.55
Saw C,9,A high-quality saw designed for durability and efficiency.,Metal,19.29,496.12
Pliers D,153,A high-quality pliers designed for durability and efficiency.,Wood,62.77,97.51
Tape Measure E,144,A high-quality tape designed for durability and efficiency.,Wood,4.61,15.86
Screwdriver F,334,A high-quality screwdriver designed for durability and efficiency.,Ceramic,88.09,192.56
Nut G,7,A high-quality nut designed for durability and efficiency.,Composite,77.72,288.64
Washer H,246,A high-quality washer designed for durability and efficiency.,Plastic,54.85,437.85
Chisel I,195,A high-quality chisel designed for durability and efficiency.,Glass,75.84,72.2
Clamp J,462,A high-quality clamp designed for durability and efficiency.,Wood,50.32,397.92
Level K,402,A high-quality level designed for durability and efficiency.,Ceramic,70.67,153.41
Sandpaper L,203,A high-quality sandpaper designed for durability and efficiency.,Metal,70.66,168.55
Wire Cutter M,168,A high-quality wire designed for durability and efficiency.,Wood,13.64,87.56
Socket N,42,A high-quality socket designed for durability and efficiency.,Glass,27.72,28.35
Drill Bit O,79,A high-quality drill designed for durability and efficiency.,Plastic,42.58,493.67
Grinder P,107,A high-quality grinder designed for durability and efficiency.,Plastic,82.41,302.1
Screw Q,170,A high-quality screw designed for durability and efficiency.,Fabric,6.99,425.39
Bolt R,243,A high-quality bolt designed for durability and efficiency.,Plastic,79.8,462.89
Nail S,428,A high-quality nail designed for durability and efficiency.,Plastic,21.5,480.82
Hammer T,123,A high-quality hammer designed for durability and efficiency.,Wood,60.43,470.99
Wrench U,260,A high-quality wrench designed for durability and efficiency.,Ceramic,99.91,424.92
Drill V,71,A high-quality drill designed for durability and efficiency.,Fabric,28.58,275.11
Saw W,469,A high-quality saw designed for durability and efficiency.,Wood,89.22,389.84
Pliers X,51,A high-quality pliers designed for durability and efficiency.,Fabric,81.73,103.01
Tape Measure Y,405,A high-quality tape designed for durability and efficiency.,Fabric,2.32,185.0
Screwdriver Z,164,A high-quality screwdriver designed for durability and efficiency.,Wood,46.49,492.22
Nut A,211,A high-quality nut designed for durability and efficiency.,Wood,2.11,215.63
Washer B,445,A high-quality washer designed for durability and efficiency.,Composite,95.48,268.93
Chisel C,382,A high-quality chisel designed for durability and efficiency.,Composite,20.6,106.17
Clamp D,468,A high-quality clamp designed for durability and efficiency.,Composite,13.42,246.64
Level E,412,A high-quality level designed for durability and efficiency.,Composite,71.14,354.84
Sandpaper F,92,A high-quality sandpaper designed for durability and efficiency.,Fabric,14.23,283.13
Wire Cutter G,355,A high-quality wire designed for durability and efficiency.,Metal,52.85,5.71
Socket H,127,A high-quality socket designed for durability and efficiency.,Metal,93.75,453.54
Drill Bit I,464,A high-quality drill designed for durability and efficiency.,Ceramic,65.45,288.62
Grinder J,349,A high-quality grinder designed for durability and efficiency.,Fabric,26.69,348.89
Screw K,195,A high-quality screw designed for durability and efficiency.,Composite,25.53,72.01
Bolt L,93,A high-quality bolt designed for durability and efficiency.,Composite,83.19,351.36
Nail M,468,A high-quality nail designed for durability and efficiency.,Wood,50.84,5.29
Hammer N,207,A high-quality hammer designed for durability and efficiency.,Plastic,90.34,308.07
Wrench O,229,A high-quality wrench designed for durability and efficiency.,Metal,26.35,324.06
Drill P,114,A high-quality drill designed for durability and efficiency.,Glass,40.28,210.12
Saw Q,127,A high-quality saw designed for durability and efficiency.,Metal,95.7,154.27
Pliers R,190,A high-quality pliers designed for durability and efficiency.,Composite,48.48,178.25
Tape Measure S,85,A high-quality tape designed for durability and efficiency.,Ceramic,72.13,246.2
Screwdriver T,92,A high-quality screwdriver designed for durability and efficiency.,Metal,81.29,261.72
Nut U,200,A high-quality nut designed for durability and efficiency.,Glass,84.61,304.39
Washer V,447,A high-quality washer designed for durability and efficiency.,Composite,20.87,57.89
Chisel W,148,A high-quality chisel designed for durability and efficiency.,Fabric,62.44,77.98
Clamp X,16,A high-quality clamp designed for durability and efficiency.,Ceramic,26.9,286.49
Level Y,214,A high-quality level designed for durability and efficiency.,Composite,91.01,81.69
Sandpaper Z,82,A high-quality sandpaper designed for durability and efficiency.,Metal,37.94,335.46
Wire Cutter A,3,A high-quality wire designed for durability and efficiency.,Fabric,77.86,498.89
Socket B,364,A high-quality socket designed for durability and efficiency.,Glass,6.2,460.94
Drill Bit C,50,A high-quality drill designed for durability and efficiency.,Wood,44.3,447.35
Grinder D,86,A high-quality grinder designed for durability and efficiency.,Fabric,0.46,109.52
Screw E,345,A high-quality screw designed for durability and efficiency.,Glass,21.3,393.33
Bolt F,181,A high-quality bolt designed for durability and efficiency.,Ceramic,54.7,245.44
Nail G,213,A high-quality nail designed for durability and efficiency.,Fabric,53.27,449.16
Hammer H,178,A high-quality hammer designed for durability and efficiency.,Metal,76.75,410.41
Wrench I,323,A high-quality wrench designed for durability and efficiency.,Ceramic,52.62,147.41
Drill J,274,A high-quality drill designed for durability and efficiency.,Ceramic,82.87,298.28
Saw K,416,A high-quality saw designed for durability and efficiency.,Composite,26.56,248.55
Pliers L,429,A high-quality pliers designed for durability and efficiency.,Ceramic,50.62,42.72
Tape Measure M,457,A high-quality tape designed for durability and efficiency.,Wood,35.14,31.35
Screwdriver N,45,A high-quality screwdriver designed for durability and efficiency.,Glass,70.77,406.09
Nut O,240,A high-quality nut designed for durability and efficiency.,Ceramic,21.87,254.53
Washer P,252,A high-quality washer designed for durability and efficiency.,Ceramic,49.14,463.69
Chisel Q,31,A high-quality chisel designed for durability and efficiency.,Plastic,41.96,337.77
Clamp R,26,A high-quality clamp designed for durability and efficiency.,Glass,52.44,359.14
Level S,95,A high-quality level designed for durability and efficiency.,Wood,98.3,243.37
Sandpaper T,279,A high-quality sandpaper designed for durability and efficiency.,Glass,51.75,143.1
Wire Cutter U,475,A high-quality wire designed for durability and efficiency.,Glass,61.43,366.35
